subjectCode,courseNumber,courseTitle,creditNarrative,prereqNarrative
HIS,194P,Urban South Asia,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements; HIS 100, and two additional upper-division history courses, or permission of instructor. Enrollment is restricted to junior and senior history majors. majors."
HIS,194Q,Making Space in the Colonial and Post-Colonial World,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements; HIS 100, and two additional upper-division history courses, or permission of instructor. Enrollment is restricted to junior and senior history majors."
HIS,194S,Special Topics in Ancient Egyptian History,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements; HIS 100 (for history majors), and two additional upper-division history courses, or permission of instructor. Enrollment is restricted to junior and senior history and classical studies majors."
HIS,194T,Worlds of Labor in Asia,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements, and HIS 100, and two upper-division history courses; or permission of the instructor.  Enrollment is restricted to junior and senior history majors."
HIS,194U,The Cold War and East Asia,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements; HIS 100, and two additional upper-division history courses, or permission of instructor. Enrollment is restricted to junior and senior history majors."
HIS,194V,Fascism and Anti-Fascism: The Global Spanish Civil War,5.0,"Prerequisite(s): Satisfaction of the Entry Level Writing and Composition requirements, HIS 100 (for history majors), and two additional upper-division history courses, or permission of instructor. Enrollment is restricted to junior and senior history majors and Jewish studies majors and minors."
HIS,194W,Social Movements in the Modern Middle East,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements; HIS 100, and two additional upper-division history courses, or permission of instructor. Enrollment is restricted to junior and senior history majors."
HIS,194Y,Memories of WWII in the U.S. and Japan,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements; HIS 100, and two additional upper-division history courses, or permission of instructor. Enrollment is restricted to junior and senior history majors."
HIS,195A,Thesis Research,5.0,
HIS,195B,Thesis Writing,5.0,
HIS,196E,Modern Irish History,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements, and HIS 100, and two upper-division history courses; or by permission of instructor. Enrollment is restricted to junior and senior history majors."
HIS,196F,Topics in European Environmental History,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements, and HIS 100, and two upper-division history courses, or permission of instructor. Enrollment is restricted to junior and senior history majors."
HIS,196G,Topics in Modern Germany and Europe,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements, HIS 100 (for history majors), and two additional upper-division history courses, or permission of instructor. Enrollment is restricted to junior and senior history and Jewish studies majors."
HIS,196H,Sex and the City--The History of Sexuality in Urban Areas Around the Globe,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements; HIS 100, and two additional upper-division history courses, or by permission of instructor. Enrollment is restricted to junior and senior history majors."
HIS,196I,The French Revolution,5.0,"Prerequisite(s): Satisfaction of the Entry Level Writing and Composition requirements, and HIS 100, and two additional upper-division history courses, or by permission of instructor. HIS 70A and/or HIS 170A recommended as preparation. Enrollment is restricted to junior and senior history majors."
HIS,196K,Studies in European Intellectual History,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements, HIS 100 and two additional upper-division history courses, or permission of instructor. Enrollment is restricted to junior and senior history majors."
HIS,196M,Shtetl: Eastern European Jewish Life,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements, HIS 100 (for history majors), and two additional upper-division history courses. Enrollment is restricted to junior and senior history and Jewish studies majors."
HIS,196N,Eastern European Jewish Social History,5.0,"Prerequisite(s): Satisfaction of the Entry Level Writing and Composition requirements, HIS 100 (for history majors), and two additional upper-division history courses. Enrollment is restricted to junior and senior history and Jewish studies majors."
HIS,196Q,Europe and the World During the Cold War,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements; HIS 100 and two additional upper-division history courses, or permission of instructor. Enrollment is restricted to junior and senior history majors."
HIS,196S,Special Topics in Ancient History,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements, HIS 100 (for history majors), and two additional two upper-division history courses; or permission of instructor. Enrollment is restricted to junior and senior history and classical studies majors."
HIS,196Z,Europe from the Margins: Outside Influences on Modern European Thought and Culture,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements, HIS 100, and two additional upper-division history courses, or permission of instructor. Enrollment is restricted to junior and senior history majors."
HIS,198,Independent Field Study,5.0,
HIS,199,Tutorial,5.0,
HIS,199F,Tutorial,2.0,
HUMN,15,Ethics and Technology,5.0,
HUMN,25,Humans and Machines: A History,5.0,
HUMN,35,Language Technology: Themes Across Cultures and Histories,5.0,
HUMN,45,Race and Technology,5.0,
HUMN,55,Technologies of Representation,5.0,
ITAL,1,First-Year Italian,5.0,
ITAL,1A,Accelerated Italian,5.0,
ITAL,1B,Accelerated Italian,5.0,"Prerequisite(s): ITAL 1A or ITAL 2 or placement by examination. For students completing ITAL 2, ITAL 3 is preferable."
ITAL,2,First-Year Italian,5.0,Prerequisite(s): ITAL 1 or placement by examination.
ITAL,3,First-Year Italian,5.0,Prerequisite(s): ITAL 2 or placement by examination.
ITAL,4,Second-Year Italian,5.0,Prerequisite(s): ITAL 1B or ITAL 3 or placement by examination.
ITAL,5,Second-Year Italian,5.0,Prerequisite(s): ITAL 4 or placement by examination.
ITAL,6,Second-Year Italian,5.0,Prerequisite(s): ITAL 5 or placement by examination.
ITAL,50,Basic Italian Conversation,5.0,
ITAL,80,Italian Culture Through Cinema,5.0,
ITAL,94,Group Tutorial,5.0,
ITAL,99,Tutorial,5.0,
ITAL,99F,Tutorial,2.0,
ITAL,100,Advanced Italian Composition and Conversation,5.0,Prerequisite(s): ITAL 6 or by permission of the instructor.
ITAL,101,Italian Culture through Food,5.0,
ITAL,106,Italian Culture Through Film,5.0,"""ITAL 6"""
ITAL,194,Group Tutorial,5.0,
ITAL,199,Tutorial,5.0,
ITAL,199F,Tutorial,2.0,
JAPN,1,First-Year Japanese,5.0,
JAPN,2,First-Year Japanese,5.0,Prerequisite(s): JAPN  1 or by consent of instructor.
JAPN,3,First-Year Japanese,5.0,Prerequisite(s): JAPN 2 or by consent of instructor.
JAPN,4,Second-Year Japanese,5.0,Prerequisite(s): JAPN 3 or by consent of instructor.
JAPN,5,Second-Year Japanese,5.0,Prerequisite(s): JAPN 4 or by consent of instructor.
JAPN,6,Second-Year Japanese,5.0,Prerequisite(s): JAPN 5 or by consent of instructor.
JAPN,94,Group Tutorial,5.0,
JAPN,99,Tutorial,5.0,
JAPN,99F,Tutorial,2.0,
JAPN,103,Advanced Japanese,5.0,Prerequisite(s): JAPN 6 or by consent of instructor.
JAPN,104,Advanced Japanese,5.0,Prerequisite(s): JAPN 103 or by consent of instructor.
JAPN,105,Advanced Japanese,5.0,Prerequisite(s): JAPN 104 or by consent of instructor.
JAPN,106,Advanced Japanese,5.0,Prerequisite(s): JAPN 104 or by permission of instructor.
JAPN,109,"Japanese Language, Culture, and Society",5.0,Prerequisite(s): JAPN 104 or by consent of instructor.
JAPN,194,Group Tutorial,5.0,
JAPN,199,Tutorial,5.0,
JAPN,199F,Tutorial,2.0,
JRLC,1,Academic Literacy and Ethos: Social Justice and Community,5.0,Enrollment is restricted to first-year college members.
JRLC,1A,Introduction to University Life and Learning,1.0,Enrollment is restricted to entering first-year College Ten students.
JRLC,30,(H)ACER Undergraduate Community Internship,2.0,
JRLC,35,Knowledge For Justice,5.0,
JRLC,60,Understanding Sustainability: Researching Environmental Justice at UCSC,5.0,Enrollment is restricted to College Scholars students.
JRLC,85,Social Justice Issues Workshop,2.0,Enrollment is restricted to John R. Lewis College members during priority enrollment only.
JRLC,86,College Leadership Development,2.0,
JRLC,92,Social Justice Issues Colloquium,1.0,
JRLC,95,Social Justice and Nonviolent Communication (Rumi's Field),2.0,
JRLC,98,Alternative Spring Break,2.0,
JRLC,105,The Making and Influencing of Environmental Policy,5.0,"Enrollment is restricted to sophomore, junior, and seniors."
JRLC,106,Expressive Arts for Social Justice,2.0,
JRLC,115,Research Methods for Social Justice,2.0,
JRLC,120,Practical Activism Conference Planning and Development,2.0,
JRLC,125A,Transcommunal Peace Making,2.0,
JRLC,125B,Transcommunal Peace Making,2.0,
JRLC,135,Apprenticeship in Community Engaged Research,5.0,
JRLC,136,Methodologies of Critical Praxis,5.0,Prerequisite(s): JRLC 135 or an equivalent course.
JRLC,191,Teaching Social Justice,5.0,
JRLC,194,Group Tutorial,5.0,
JRLC,194F,Group Tutorial,2.0,
JRLC,199,Tutorial,5.0,
JRLC,199F,Tutorial,2.0,
JWST,99,Tutorial,5.0,
JWST,195A,Thesis Research,5.0,
JWST,195B,Thesis Writing,5.0,
JWST,199,Tutorial,5.0,
JWST,199F,Tutorial,2.0,
KRSG,1,Academic Literacy and Ethos: Power and Representation,5.0,Enrollment is restricted to first-year college members.
KRSG,1A,Introduction to University Life and Learning,1.0,Enrollment is restricted to entering first-year Kresge College students.
KRSG,1T,Introduction to Research Universities and the Liberal Arts,1.0,Enrollment is restricted to transfer students.
KRSG,2,The Power of Filmmaking,3.0,
KRSG,3,Campus Natural History Practicum,2.0,
KRSG,25,Successful Transfer to the Research University,2.0,Enrollment is restricted to first-quarter transfer students.
KRSG,51,City on a Hill Press Practicum in Production,2.0,
KRSG,52,City on a Hill Press Practicum in Reporting and Editing,5.0,
KRSG,60C,Prison Narratives,3.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to college members.
KRSG,60F,Writer's Read,2.0,Enrollment is restricted to Kresge and Porter college members.
KRSG,63,Kresge Garden Cooperative,2.0,
KRSG,65W,Kresge Lab: Creative Writing,3.0,
KRSG,67,Transformative Justice Seminar,3.0,
KRSG,76,Social Documentary Photography,5.0,Enrollment is restricted to Kresge College members.
KRSG,85S,Critical Writing Practicum: The Politics of Climate Crisis,5.0,Enrollment restricted to students in the College Scholars Program.
KRSG,99,Tutorial,5.0,
KRSG,99F,Independent Study,2.0,
KRSG,99G,Independent Study,3.0,
KRSG,100,University Learning with Intention and Purpose,2.0,"Prerequisite(s): Enrollment is restricted to sophomore, juniors."
KRSG,102,Internship Course: Services for Transfer And Reentry Students,2.0,
KRSG,105,STARS Intensive Internship Curriculum,5.0,
KRSG,192,Directed Student Teaching,5.0,
KRSG,193,Field Study,5.0,
KRSG,194,Group Tutorial,5.0,
KRSG,195,Senior Thesis,5.0,
KRSG,198,Independent Field Study,5.0,
KRSG,199,Tutorial,5.0,
KRSG,199F,Tutorial,2.0,
LAAD,99,Tutorial,5.0,
LAAD,99F,Tutorial,2.0,
LAAD,199,Tutorial,5.0,
LAAD,199F,Tutorial,2.0,
LALS,1,Introduction to Latin American and Latino Studies,5.0,
LALS,5,Introduction to Human Rights and Social Justice,5.0,
LALS,10,Introduction to Chicanx & Latinx Studies,5.0,
LALS,15,"Truth, Justice, and Statistics",5.0,
LALS,20,Latino Politics,5.0,
LALS,30,Social Movements in Latin America,5.0,
LALS,32,"Citizens, Denizens, Aliens",5.0,
LALS,40,Latinos and Labor,5.0,
LALS,45,"Intersections of Race, Class, and Gender",5.0,
LALS,50,Transnational Feminist Organizing in the Americas,5.0,
LALS,54,"Racism, Science, and Health: Colonial and Carceral Legacies",5.0,
LALS,55,AIDS Across the Americas,5.0,
LALS,56,The Right to Health,5.0,
LALS,57,"Drugs, Addiction, and Recovery in the Americas",5.0,
LALS,60,Latin American Childhoods,5.0,
LALS,65,Religion and Revolution in Latin America,5.0,
LALS,70,Cinema and Social Change in Cuba,5.0,
LALS,75,Art and Social Change in Latin America: Diego Rivera,5.0,
LALS,78,Anti-Colonial Dancing of the Americas,5.0,
LALS,79,Hip Hop History/Historia Hip Hop,5.0,
LALS,79S,Hip Hop Historia,5.0,
LALS,80D,Political Change in Mexico,5.0,
LALS,80F,Latinos in the U.S.: A Comparative Perspective,5.0,
LALS,80H,Comparative Latina/o Histories,5.0,
LALS,80J,"Race, Nation, and War",5.0,
LALS,80P,Environment and Society in Latin America,5.0,
LALS,80S,Sexualities and Genders in Latin American and Latina/o Studies,5.0,
LALS,80X,Central American Peoples and Cultures,5.0,
LALS,90,Contemporary Brazil,5.0,
LALS,94X,"Mother Earth, Capitalism, and Crises",5.0,
LALS,95,Undergraduate Research Seminar,2.0,
LALS,100,Concepts and Theories in Latin American and Latina/o Studies,5.0,"Enrollment is restricted to sophomores, juniors, and seniors."
LALS,100A,Social Science Analytics,5.0,"Prerequisite(s): LALS 100 and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to sophomore, junior, and senior Latin American and Latino studies majors, minors, and combined majors or by permission."
LALS,100B,Cultural Theory in the Americas,5.0,"Prerequisite(s): LALS 100 and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to sophomore, junior, and senior Latin American and Latino studies majors, minors, and combined majors."
LALS,100L,Social Science Analytics Lab,1.0,Prerequisite(s): Concurrent enrollment in LALS 100A is required.
LALS,112,Immigration and Assimilation,5.0,
LALS,115,Mexico-United States Migration,5.0,"Enrollment is restricted to sophomores, juniors and seniors."
LALS,122,Media and Nationalism,5.0,Enrollment is restricted to juniors and seniors.
LALS,126,Digit@l Americ@s/Digit@l Latin@s,5.0,
LALS,127,"Genero, Nacion Y Modernidad En El Cine",5.0,"Enrollment is restricted to Latin American and Latino studies majors, minors and combined majors."
LALS,128,Latino Media in the U.S,5.0,
LALS,129,"America Latina: Cine, Dictadura y Memoria",5.0,
LALS,129S,Memoria en Las Americas,5.0,
LALS,130,Expresiones cuirs de Genero y Sexualidad en el cine Latinoamericano,5.0,Enrollment is restricted to juniors and seniors.
LALS,131,Latino Literatures: Assimilation and Assimilability,5.0,
LALS,133,Latina/o Art and Representation,5.0,
LALS,135,El Salvador: Expresiones Culturales,5.0,
LALS,136,"Tourism, Culture, and Identity",5.0,Enrollment is restricted to juniors and seniors.
LALS,137,Speculative Fiction and Chicanafuturism,5.0,
LALS,143,Race and Ethnicity,5.0,
LALS,143J,Global Political Economy,5.0,
LALS,144,Mexicana/Chicana Histories,5.0,
LALS,145,Grassroots Social Change in Latin America,5.0,Prerequisite(s): any two Latin American and Latino studies courses or permission of instructor; open to graduate students.
LALS,147,Latin American Identity: The Struggle for Authenticity,5.0,
LALS,149,Whiteness in Latin America,5.0,
LALS,150,"Afro-Latinos/as: Social, Cultural, and Political Dimensions",5.0,
LALS,151,Race & Mobility,5.0,
LALS,152,Consumer Cultures Between the Americas,5.0,
LALS,154,Juventud in Latin America,5.0,
LALS,155,Latin American and Latino Youth Movements,5.0,
LALS,156,Human Rights and Transitional Justice in the Americas,5.0,"Prerequisite(s): LALS 1. Enrollment is restricted to junior and senior Latin American and Latino studies majors, minors, and combined majors."
LALS,157,Revoluciones Sociales,5.0,
LALS,158,Latin American Political Economy,5.0,
LALS,163,The Amazon: Cultures and Perspectives,5.0,
LALS,165,Contemporary Peru,5.0,
LALS,168,Inter-American Solidarities,5.0,
LALS,169,"South America: History, Society, and Culture",5.0,
LALS,170,Indigenous Struggles in the Americas,5.0,
LALS,171,Brazil in Black and White,5.0,
LALS,172,Visualizing Human Rights,5.0,
LALS,175,"Migration, Gender, and Health",5.0,
LALS,177,Migrant Health and Social Justice,5.0,
LALS,178,"Gender, Transnationalism, and Globalization",5.0,
LALS,180,Borders: Real and Imagined,5.0,
LALS,184A,Fair Trade at a Global Crossroads: Environment & Culture in Central Veracruz,5.0,
LALS,184B,Promotor Strategies in the 21st Century: Education for Community Development,5.0,
LALS,186,Field Research Methods,5.0,"Prerequisite(s): LALS 100; and LALS 100A or LALS 100W.  Enrollment is restricted to junior and senior Latin American and Latino studies majors, minors, and combined majors and Sociology majors."
LALS,187F,Human Rights Investigations Lab,2.0,
LALS,187L,Human Rights Investigations Lab,5.0,
LALS,190,Internship,5.0,
LALS,190F,Internship,2.0,
LALS,190G,LALS Global Internship,10.0,
LALS,194A,Immigrant Storytelling,5.0,"Prerequisite(s): LALS 100, and LALS 100A, and previous or concurrent enrollment in LALS 100B. Enrollment is restricted to junior and senior Latin American and Latino studies majors and combined majors."
LALS,194B,Global Migration and Displacement,5.0,"Prerequisite(s): LALS 100, and LALS 100A, and previous or concurrent enrollment in LALS 100B. Enrollment is restricted to junior and senior Latin American and Latino studies majors and combined majors."
LALS,194E,Unfree Migrations,5.0,"Prerequisite(s): LALS 100, and LALS 100A, and previous or concurrent enrollment in LALS 100B. Enrollment is restricted to junior and senior Latin American and Latino studies majors and combined majors."
LALS,194F,Digital Investigations and Human Rights Witnessing,5.0,"Prerequisite(s): LALS 100, and LALS 100A, and previous or concurrent enrollment in LALS 100B. Enrollment is restricted to junior and senior Latin American and Latino studies majors and combined majors."
LALS,194G,Chile: Social and Political Change,5.0,"Enrollment is restricted to junior and senior Latin American and Latino studies majors, minors, and combined majors."
LALS,194H,Central America and the United States,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to junior and senior Latin American and Latino studies majors, minors, and combined majors."
LALS,194L,Senior Seminar Research Development Lab,2.0,Prerequisite(s): Concurrent enrollment in one of the LALS 194 series. Enrollment is restricted to senior Latin American and Latino studies majors and combined majors.
LALS,194R,Violencia Cotidiana en las Americas,5.0,"Enrollment is restricted to junior and senior Latin American and Latino studies majors, minors, and combined majors."
LALS,194S,Nature/Cultures of Latin America,5.0,
LALS,194T,Youth and Citizenship,5.0,"Enrollment is restricted to junior and senior Latin American and Latino studies majors, minors, and combined majors."
LALS,194V,Comparative Migration Histories in the Americas,5.0,Enrollment is restricted to seniors.
LALS,194X,Extractivism and Socio-Environmental Conflicts in the Americas,5.0,Enrollment is restricted to juniors and seniors.
LALS,195B,Senior Project,5.0,
LALS,195C,Senior Project,5.0,
LALS,198,Field Study,5.0,
LALS,198F,Independent Field Study,2.0,
LALS,199,Tutorial,5.0,
LALS,199F,Tutorial,2.0,
LATN,1,Elementary Latin,5.0,
LATN,2,Elementary Latin,5.0,"""LATN 1"""
LATN,99,Tutorial,5.0,
LATN,99F,Tutorial,2.0,
LGST,10,Introduction to Legal Process,5.0,
LGST,108,"Gender, Sexuality, and Law",5.0,"Enrollment is restricted to sophomore, junior, and senior legal studies majors during first and second pass enrollment only."
LGST,109,Legal Theory,5.0,Enrollment is restricted to legal studies majors during  first and second pass enrollment only.
LGST,111B,Civil Liberties,5.0,Enrollment is restricted to legal studies and politics majors during first- and second-pass enrollment only.
LGST,111C,Issues in Constitutional Law,5.0,Enrollment is restricted to legal studies majors during first and second pass enrollment.
LGST,113,Gay Rights and the Law,5.0,
LGST,114,"Jews, Anti-Semitism, and the American Legal System",5.0,Enrollment is restricted to legal studies and Jewish studies majors during first and second pass enrollment.
LGST,115,Law and the Holocaust,5.0,Enrollment is restricted to legal studies majors during first and second pass enrollment.
LGST,116,Comparative Law,5.0,Enrollment is restricted to legal studies and politics majors during first and second pass enrollment.
LGST,117,"Sports, Law, and Politics",5.0,Enrollment is restricted to legal studies majors during first and second pass enrollment.
LGST,118,Law and Literature,5.0,Enrollment is restricted to legal studies majors during first and second pass enrollment.
LGST,124,Government Secrecy,5.0,
LGST,125,History of the U.S. Penal Culture,5.0,Enrollment is restricted to legal studies majors during first and second pass enrollment.
LGST,130,Inequality and Law,5.0,
LGST,131,"Wildlife, Wilderness, and the Law",5.0,"Enrollment is restricted to sophomore, junior, and senior legal studies majors during first and second pass enrollment."
LGST,133,Law of Democracy,5.0,Enrollment is restricted to legal studies majors during first and second pass enrollment.
LGST,135,Native Peoples Law,5.0,Enrollment is restricted to legal studies majors during first and second pass enrollment.
LGST,136,Federal Indian Law and International Comparative Indigenous Peoples' Law,5.0,Enrollment is restricted to legal studies majors during first and second pass enrollment.
LGST,137,International Environmental Law and Policy,5.0,Enrollment is restricted to legal studies majors during first and second pass enrollment.
LGST,139,War Crimes,5.0,Enrollment is restricted to legal studies majors during first and second pass enrollment.
LGST,146,Philosophy of Law,5.0,
LGST,148,"Cites, Urban Planning, and the Law",5.0,
LGST,150,Children and the Law,5.0,Enrollment is restricted to legal studies majors during first and second pass enrollment.
LGST,152,Courts and Litigation,5.0,Enrollment is restricted to legal studies majors during first and second pass enrollment.
LGST,153,"Immigration, Citizenship, and Law",5.0,Enrollment is restricted to legal studies majors during first and second pass enrollment.
LGST,154,The Legal Profession,5.0,Enrollment is restricted to legal studies majors during first and second pass enrollment.
LGST,155,Topics in American Legal History: Making of American Constitutionalism,5.0,
LGST,156,Administrative Law and Challenges of Regulation,5.0,Enrollment is restricted to legal studies majors during first and second pass enrollment.
LGST,157,Political Jurisprudence,5.0,Enrollment is restricted to legal studies majors during first and second pass enrollment.
LGST,158,Law and Politics of Memory,5.0,
LGST,159,Property and the Law,5.0,Enrollment is restricted to legal studies majors during first and second pass enrollment.
LGST,161,Intellectual Property,5.0,
LGST,173,"Disability, Law, & Politics",5.0,
LGST,185,"Legal Studies Internship/Field Seminar: Experiences in Law, Policy, and Society",5.0,"Prerequisite(s): LGST 10. Enrollment is restricted to sophomores, juniors, and seniors."
LGST,188A,Introduction to the Legal Profession and Legal Aid Work,2.0,
LGST,193,Field Study,5.0,
LGST,194,Group Tutorial,5.0,
LGST,195A,Senior Thesis,5.0,
LGST,195B,Senior Thesis,5.0,
LGST,195C,Senior Thesis,5.0,
LGST,196,Senior Capstone,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior legal studies majors.
LGST,198,Independent Field Study,5.0,
LGST,198F,Independent Field Study,2.0,
LGST,199,Tutorial,5.0,
LGST,199F,Tutorial,2.0,
LING,50,Introduction to Linguistics,5.0,
LING,53,Semantics I,5.0,
LING,80C,"Language, Society, and Culture",5.0,
LING,80D,Language and Mind,5.0,
LING,80K,"Invented Languages, from Elvish to Esperanto",5.0,
LING,80M,Language and Indigeneity in Mesoamerica,5.0,
LING,80S,The Science of Language: An Introduction to Linguistics for Non-Majors,5.0,
LING,80V,Structure of the English Vocabulary,5.0,
LING,99,Tutorial,5.0,
LING,100,Sounds of the World's Languages: Phonetics I,5.0,
LING,101,Phonology I,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and GE Composition requirements and LING 100.
LING,102,Phonology II,5.0,"[""OR"", [""AND"", ""LING 101"", ""LING 111""], ""LING 112""]"
LING,103,Phonology III,5.0,
LING,105,Morphology,5.0,"[""OR"", [""AND"", ""LING 101"", ""LING 111""], ""LING 112""]"
LING,108,Poetry and Language,5.0,"[""OR"", [""AND"", ""LING 101"", ""LING 111""], ""LING 112""]"
LING,111,Syntactic Structures,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements.
LING,112,Syntax I,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements.
LING,113,Syntax II,5.0,"[""OR"", [""AND"", ""LING 53"", ""LING 111""], ""LING 112""]"
LING,114A,Syntax III,5.0,
LING,114B,Readings in Linguistics,5.0,
LING,114C,Topics in Linguistics,5.0,
LING,116,Semantics II,5.0,"[""OR"", [""AND"", ""LING 53"", ""LING 111""], ""LING 112""]"
LING,117,Pragmatics,5.0,"[""OR"", [""AND"", [""AND"", ""LING 53"", ""LING 101""], ""LING 111""], ""LING 112""]"
LING,118,Semantics III,5.0,
LING,120,Structure of English,5.0,"[""OR"", [""AND"", ""LING 101"", ""LING 111""], ""LING 112""]"
LING,124,Language Typology,5.0,"[""OR"", ""LING 111"", [""AND"", ""LING 112"", ""LING 101""]]"
LING,125,Foundations of Linguistic Theory,5.0,"[""OR"", ""LING 113"", ""LING 116""]"
LING,127,History of Linguistics,5.0,"[""OR"", [""AND"", ""LING 101"", ""LING 111""], ""LING 112""]"
LING,131,Spanglish: Language and Identities through Contact,5.0,
LING,132,California Englishes,5.0,"""LING 50"""
LING,133,Language OnLine (LOL): Communication in the Digital Era,5.0,
LING,135,Language and Racialization,5.0,Prerequisite(s): Ling 50.
LING,140,Language Change,5.0,"[""OR"", [""AND"", ""LING 101"", ""LING 111""], ""LING 112""]"
LING,141,Ellipsis,5.0,"[""OR"", [""AND"", [""AND"", ""LING 53"", ""LING 101""], ""LING 111""], ""LING 112""]"
LING,144,Computational Methods for Linguists,5.0,"Prerequisite(s): LING 50, LING 53, and either LING 111 or LING 112. Enrollment is  restricted to linguistics and language studies majors."
LING,145,Native Languages of North America,5.0,"Prerequisite(s): LING 101, and either LING 111 or LING 112."
LING,147,Quantitative Methods in Linguistics,5.0,"Prerequisite(s): LING 53 and LING 101, and either LING 111 or LING 112."
LING,151,Phonetics II,5.0,"""LING 100"""
LING,152,Applied Phonetics,5.0,"""LING 151"""
LING,154,Language and Social Identity,5.0,"Prerequisite(s): LING 101, and either LING 111 or LING 112."
LING,155,Language and Cognition,5.0,"[""OR"", ""LING 111"", [""AND"", [""AND"", ""LING 112"", ""LING 53""], ""LING 101""]]"
LING,160,Language Engineering,5.0,
LING,164,Linguistics for Engineers,5.0,"Prerequisite(s): CSE 10 and CSE 14, or permission of instructor."
LING,171,Psycholinguistics I,5.0,"""LING 50"""
LING,172,Psycholinguistics II,5.0,"""LING 171"""
LING,176,Variation in Language Processing,5.0,"""LING 50"""
LING,180,Structure of a Particular Language,5.0,"[""OR"", [""AND"", ""LING 101"", ""LING 111""], ""LING 112""]"
LING,181,Structure of Romance Languages,5.0,"[""OR"", [""AND"", ""LING 101"", ""LING 111""], ""LING 112""]"
LING,182,Structure of Spanish,5.0,"[""OR"", [""AND"", ""LING 101"", ""LING 111""], ""LING 112""]"
LING,183,Structure of French,5.0,"[""OR"", [""AND"", ""LING 101"", ""LING 111""], ""LING 112""]"
LING,185,Structure of Russian,5.0,"[""OR"", [""AND"", ""LING 101"", ""LING 111""], ""LING 112""]"
LING,186,Structure of German,5.0,"[""OR"", [""AND"", ""LING 101"", ""LING 111""], ""LING 112""]"
LING,187,Structure of Japanese,5.0,"[""OR"", [""AND"", ""LING 101"", ""LING 111""], ""LING 112""]"
LING,188,Structure of Chinese Languages,5.0,"[""OR"", [""AND"", ""LING 101"", ""LING 111""], ""LING 112""]"
LING,189,Structure of Arabic,5.0,"[""OR"", [""AND"", ""LING 101"", ""LING 111""], ""LING 112""]"
LING,190,Senior Research,2.0,
LING,193,Field Study,5.0,
LING,195,Senior Thesis,5.0,
LING,198,Independent Field Study,5.0,
LING,199,Tutorial,5.0,
LING,199F,Tutorial,2.0,
LIT,1,Literary Interpretation,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to first-year students and sophomores, or literature and proposed literature majors and literature minors."
LIT,42D,Student Directed Seminar: Critical Engagement with Capitalism Through Literature and Media,5.0,
LIT,61C,"Devils, Dervishes, and Bawdy Tales from Baghdad to Canterbury: The Story within the Story",5.0,
LIT,61F,Introduction to Reading Fiction,5.0,
LIT,61H,Reading the Movies,5.0,
LIT,61J,Introduction to Jewish Literature and Culture,5.0,
LIT,61K,Introduction to the Fairy Tale,5.0,
LIT,61L,True Stories: Memoir,5.0,
LIT,61M,Approaches to Classical Myth,5.0,
LIT,61N,Introduction to Children's Literature,5.0,
LIT,61P,Introduction to Reading Poetry,5.0,
LIT,61R,Race in Literature,5.0,
LIT,61S,Sacred Texts,5.0,
LIT,61T,Travel Narratives,5.0,
LIT,61U,Introduction to Speculative Fiction,5.0,
LIT,61W,Writing and Research Methods,5.0,
LIT,61X,Tragedy: Learning Through Suffering,5.0,
LIT,61Y,Arthurian Romance,5.0,
LIT,61Z,Introduccion a generos literarios de Espana y America Latina,5.0,
LIT,80B,Monsters and Literature,5.0,
LIT,80D,Literary Traditions of India,5.0,
LIT,80E,Animals and Literature,5.0,
LIT,80H,The Politics of Fashion,5.0,
LIT,80I,Topics in American Culture,5.0,
LIT,80K,Topics in Medical Humanities,5.0,
LIT,80L,The Holocaust: The Destruction of European Jewry,5.0,
LIT,80M,China in the Post-Reform Period,5.0,
LIT,80N,Latino Expressions in the U.S,5.0,
